Ref,Monthly..,year,Date,Locality,ML,Weight,SEX,Mat.Stage,prey,rostral,item,length,SL,TL,ML
,4,2011,6/20/11,Guaymas Basin,36,1,Female,5,Triphoturus,,Otolith.1,1,42.5665,54.4742,
,5,2011,6/20/11,Guaymas Basin,39,1.3,Female,5,Triphoturus,,Otolith.1,0.92,40.28474,51.318856,
,7,2011,6/20/11,Guaymas Basin,39,1.3,Female,5,Triphoturus,,Otolith.1,0.84,38.00298,48.163512,
,9,2011,6/20/11,Guaymas Basin,36.5,1.1,Female,5,Triphoturus,,Otolith.1,0.88,39.14386,49.741184,
,11,2011,6/20/11,Guaymas Basin,37.5,1.1,Male,5,Triphoturus,,Otolith.1,0.92,40.28474,51.318856,
,13,2011,6/20/11,Guaymas Basin,33,0.7,Male,5,Triphoturus,,Otolith.1,1,42.5665,54.4742,
,17,2011,6/20/11,Guaymas Basin,40.5,1.4,Female,5,Triphoturus,,Otolith.1,0.96,41.42562,52.896528,
,18,2011,6/20/11,Guaymas Basin,35,0.9,Female,4,Triphoturus,,Otolith.1,1.04,43.70738,56.051872,
,21,2011,6/20/11,Guaymas Basin,39,1.3,Female,3,Triphoturus,,Otolith.1,0.88,39.14386,49.741184,
,24,2011,6/20/11,Guaymas Basin,35,0.9,Female,5,Triphoturus,,Otolith.1,0.76,35.72122,45.008168,
,25,2011,6/20/11,Guaymas Basin,40.5,1.5,Female,5,Triphoturus,,Otolith.1,1.12,45.98914,59.207216,
,6,2011,6/21/11,Guaymas Basin,35.5,1,Female,5,Triphoturus,,Otolith.1,0.88,39.14386,49.741184,
,10,2011,6/21/11,Guaymas Basin,32.5,0.7,Female,5,Triphoturus,,Otolith.1,1,42.5665,54.4742,
,9,2010,6/5/10,Guaymas Basin,30,0.63,F,5,Triphoturus,,Otolith.2,1,42.5665,54.4742,
,23,2010,6/5/10,Guaymas Basin,29,0.43,M,5,Triphoturus,,Otolith.2,0.4,25.4533,30.80912,
,,2010,6/5/10,Guaymas Basin,20.5,0.13,F,2,Triphoturus,,Otolith.2,1,42.5665,54.4742,
,5,2010,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,Otolith.2,0.7,34.0099,42.64166,
,15,2010,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,Otolith.2,0.9,39.7143,50.53002,
,17,2010,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,Otolith.2,1.05,43.9926,56.44629,
,5,2010,6/7/10,San Carlos Bay,30.5,0.65,M,1,Triphoturus,,Otolith.2,0.5,28.3055,34.7533,
,15,2010,6/7/10,San Carlos Bay,32,0.75,F,2,Triphoturus,,Otolith.2,0.4,25.4533,30.80912,
,2,2010,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,Otolith.2,1.1,45.4187,58.41838,
,4,2010,6/12/10,Guaymas Basin,26,0.38,F,3,Triphoturus,,Otolith.2,1.2,48.2709,62.36256,
,5,2010,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,Otolith.2,0.7,34.0099,42.64166,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.2,1.1,45.4187,58.41838,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.2,0.95,41.1404,52.50211,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.2,0.8,36.8621,46.58584,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.2,0.5,28.3055,34.7533,
,4,2010,6/14/10,Guaymas Basin,26.5,0.4,F,4,Triphoturus,,Otolith.2,0.85,38.2882,48.55793,
,8,2010,6/14/10,Guaymas Basin,24,0.33,F,3,Triphoturus,,Otolith.2,1.1,45.4187,58.41838,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.2,1.05,43.9926,56.44629,
,10,2010,6/14/10,Guaymas Basin,29,0.48,M,5,Triphoturus,,Otolith.2,1.05,43.9926,56.44629,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.2,0.9,39.7143,50.53002,
,5,2010,6/15/10,Rosalia - Marcos,24.5,0.35,F,2,Triphoturus,,Otolith.2,0.9,39.7143,50.53002,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.2,0.95,41.1404,52.50211,
,19,2011,6/9/11,Outside of Guaymas Harbor,33.5,0.8,Female,5,Triphoturus,,Otolith.2,1.16,47.13002,60.784888,
,11,2011,6/10/11,South of Nolasco Island,36,1,Male,5,Triphoturus,,Otolith.2,0.72,34.58034,43.430496,
,19,2011,6/10/11,South of Nolasco Island,41,1.4,Female,5,Triphoturus,,Otolith.2,1.04,43.70738,56.051872,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.2,0.72,34.58034,43.430496,
,9,2011,6/12/11,Rosalia - Marcos,30,0.6,Male,3,Triphoturus,,Otolith.2,1.12,45.98914,59.207216,
,17,2011,6/13/11,Tortuga,24,0.3,Female,2,Triphoturus,,Otolith.2,0.56,30.01682,37.119808,
,11,2011,6/14/11,San Carlos Bay,43.5,1.8,Male,5,Triphoturus,,Otolith.2,0.84,38.00298,48.163512,
,10,2011,6/17/11,Guaymas Basin,23,0.3,Female,2,Triphoturus,,Otolith.2,0.8,36.8621,46.58584,
,16,2011,6/18/11,Guaymas Basin,34.5,0.9,Female,5,Triphoturus,,Otolith.2,0.8,36.8621,46.58584,
,2,2011,6/19/11,Rosalia-Marcos,37.5,1.3,Female,3,Triphoturus,,Otolith.2,0.88,39.14386,49.741184,
,6,2011,6/19/11,Rosalia-Marcos,38,1.1,Male,3,Triphoturus,,Otolith.2,0.84,38.00298,48.163512,
,4,2011,6/20/11,Guaymas Basin,36,1,Female,5,Triphoturus,,Otolith.2,0.96,41.42562,52.896528,
,17,2011,6/20/11,Guaymas Basin,40.5,1.4,Female,5,Triphoturus,,Otolith.2,1.04,43.70738,56.051872,
,21,2011,6/20/11,Guaymas Basin,39,1.3,Female,3,Triphoturus,,Otolith.2,0.76,35.72122,45.008168,
,25,2011,6/20/11,Guaymas Basin,40.5,1.5,Female,5,Triphoturus,,Otolith.2,0.88,39.14386,49.741184,
,,2010,6/5/10,Guaymas Basin,20.5,0.13,F,2,Triphoturus,,Otolith.3,0.35,24.0272,28.83703,
,5,2010,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,Otolith.3,0.9,39.7143,50.53002,
,15,2010,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,Otolith.3,0.9,39.7143,50.53002,
,17,2010,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,Otolith.3,0.9,39.7143,50.53002,
,5,2010,6/7/10,San Carlos Bay,30.5,0.65,M,1,Triphoturus,,Otolith.3,0.3,22.6011,26.86494,
,2,2010,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,Otolith.3,0.7,34.0099,42.64166,
,5,2010,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,Otolith.3,1.05,43.9926,56.44629,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.3,0.9,39.7143,50.53002,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.3,0.75,35.436,44.61375,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.3,0.95,41.1404,52.50211,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.3,0.5,28.3055,34.7533,
,4,2010,6/14/10,Guaymas Basin,26.5,0.4,F,4,Triphoturus,,Otolith.3,1.05,43.9926,56.44629,
,8,2010,6/14/10,Guaymas Basin,24,0.33,F,3,Triphoturus,,Otolith.3,0.6,31.1577,38.69748,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.3,1,42.5665,54.4742,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.3,0.9,39.7143,50.53002,
,5,2010,6/15/10,Rosalia - Marcos,24.5,0.35,F,2,Triphoturus,,Otolith.3,0.65,32.5838,40.66957,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.3,0.95,41.1404,52.50211,
,19,2011,6/10/11,South of Nolasco Island,41,1.4,Female,5,Triphoturus,,Otolith.3,0.96,41.42562,52.896528,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.3,0.64,32.29858,40.275152,
,9,2011,6/12/11,Rosalia - Marcos,30,0.6,Male,3,Triphoturus,,Otolith.3,1,42.5665,54.4742,
,16,2011,6/18/11,Guaymas Basin,34.5,0.9,Female,5,Triphoturus,,Otolith.3,0.88,39.14386,49.741184,
,6,2011,6/19/11,Rosalia-Marcos,38,1.1,Male,3,Triphoturus,,Otolith.3,0.76,35.72122,45.008168,
,17,2011,6/20/11,Guaymas Basin,40.5,1.4,Female,5,Triphoturus,,Otolith.3,1,42.5665,54.4742,
,21,2011,6/20/11,Guaymas Basin,39,1.3,Female,3,Triphoturus,,Otolith.3,1,42.5665,54.4742,
,5,2010,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,Otolith.4,0.9,39.7143,50.53002,
,15,2010,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,Otolith.4,0.9,39.7143,50.53002,
,17,2010,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,Otolith.4,0.95,41.1404,52.50211,
,2,2010,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,Otolith.4,1,42.5665,54.4742,
,5,2010,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,Otolith.4,1,42.5665,54.4742,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.4,1,42.5665,54.4742,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.4,0.95,41.1404,52.50211,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.4,0.8,36.8621,46.58584,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.4,0.5,28.3055,34.7533,
,4,2010,6/14/10,Guaymas Basin,26.5,0.4,F,4,Triphoturus,,Otolith.4,0.95,41.1404,52.50211,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.4,0.9,39.7143,50.53002,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.4,0.85,38.2882,48.55793,
,5,2010,6/15/10,Rosalia - Marcos,24.5,0.35,F,2,Triphoturus,,Otolith.4,0.7,34.0099,42.64166,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.4,0.9,39.7143,50.53002,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.4,0.84,38.00298,48.163512,
,9,2011,6/12/11,Rosalia - Marcos,30,0.6,Male,3,Triphoturus,,Otolith.4,1.04,43.70738,56.051872,
,16,2011,6/18/11,Guaymas Basin,34.5,0.9,Female,5,Triphoturus,,Otolith.4,0.72,34.58034,43.430496,
,17,2011,6/20/11,Guaymas Basin,40.5,1.4,Female,5,Triphoturus,,Otolith.4,0.88,39.14386,49.741184,
,21,2011,6/20/11,Guaymas Basin,39,1.3,Female,3,Triphoturus,,Otolith.4,0.88,39.14386,49.741184,
,15,2010,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,Otolith.5,1.1,45.4187,58.41838,
,5,2010,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,Otolith.5,1.1,45.4187,58.41838,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.5,0.9,39.7143,50.53002,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.5,0.7,34.0099,42.64166,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.5,0.8,36.8621,46.58584,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.5,0.55,29.7316,36.72539,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.5,0.95,41.1404,52.50211,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.5,0.9,39.7143,50.53002,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.5,0.95,41.1404,52.50211,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.5,0.68,33.43946,41.852824,
,9,2011,6/12/11,Rosalia - Marcos,30,0.6,Male,3,Triphoturus,,Otolith.5,1.08,44.84826,57.629544,
,16,2011,6/18/11,Guaymas Basin,34.5,0.9,Female,5,Triphoturus,,Otolith.5,1.36,52.83442,68.673248,
,17,2011,6/20/11,Guaymas Basin,40.5,1.4,Female,5,Triphoturus,,Otolith.5,1.16,47.13002,60.784888,
,15,2010,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,Otolith.6,1,42.5665,54.4742,
,5,2010,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,Otolith.6,1.05,43.9926,56.44629,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.6,1,42.5665,54.4742,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.6,1.05,43.9926,56.44629,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.6,0.9,39.7143,50.53002,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.6,0.4,25.4533,30.80912,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.6,0.8,36.8621,46.58584,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.6,0.9,39.7143,50.53002,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.6,0.95,41.1404,52.50211,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.6,0.96,41.42562,52.896528,
,9,2011,6/12/11,Rosalia - Marcos,30,0.6,Male,3,Triphoturus,,Otolith.6,1.12,45.98914,59.207216,
,5,2010,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,Otolith.7,1.2,48.2709,62.36256,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.7,0.8,36.8621,46.58584,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.7,0.9,39.7143,50.53002,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.7,0.9,39.7143,50.53002,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.7,0.45,26.8794,32.78121,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.7,1,42.5665,54.4742,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.7,0.85,38.2882,48.55793,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.7,0.75,35.436,44.61375,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.7,0.64,32.29858,40.275152,
,9,2011,6/12/11,Rosalia - Marcos,30,0.6,Male,3,Triphoturus,,Otolith.7,0.88,39.14386,49.741184,
,14,2010,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,Otolith.8,0.8,36.8621,46.58584,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.8,0.95,41.1404,52.50211,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.8,0.95,41.1404,52.50211,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.8,0.45,26.8794,32.78121,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.8,1.05,43.9926,56.44629,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.8,1,42.5665,54.4742,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.8,0.95,41.1404,52.50211,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.8,0.88,39.14386,49.741184,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.9,0.65,32.5838,40.66957,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.9,0.8,36.8621,46.58584,
,22,2010,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,Otolith.9,0.45,26.8794,32.78121,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.9,1,42.5665,54.4742,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.9,1.05,43.9926,56.44629,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.9,0.9,39.7143,50.53002,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.9,0.76,35.72122,45.008168,
,17,2010,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,Otolith.10,0.65,32.5838,40.66957,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.10,1.05,43.9926,56.44629,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.10,0.9,39.7143,50.53002,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.10,0.8,36.8621,46.58584,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.10,1,42.5665,54.4742,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.10,1.08,44.84826,57.629544,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.11,1,42.5665,54.4742,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.11,0.9,39.7143,50.53002,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.11,0.9,39.7143,50.53002,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.11,0.65,32.5838,40.66957,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.11,0.64,32.29858,40.275152,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.12,0.9,39.7143,50.53002,
,9,2010,6/14/10,Guaymas Basin,29,0.52,F,3,Triphoturus,,Otolith.12,0.85,38.2882,48.55793,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.12,0.85,38.2882,48.55793,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.12,0.8,36.8621,46.58584,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.12,0.6,31.1577,38.69748,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.13,1,42.5665,54.4742,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.13,1,42.5665,54.4742,
,13,2010,6/15/10,Rosalia - Marcos,23.5,0.28,F,1,Triphoturus,,Otolith.13,0.85,38.2882,48.55793,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.13,0.76,35.72122,45.008168,
,18,2010,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,Otolith.14,0.95,41.1404,52.50211,
,15,2010,6/14/10,Guaymas Basin,29,0.61,F,2,Triphoturus,,Otolith.14,0.85,38.2882,48.55793,
,23,2011,6/10/11,South of Nolasco Island,38,1.2,Female,5,Triphoturus,,Otolith.14,1.08,44.84826,57.629544,
